0.028301886792453,228915662650.605
0.139476526268979,1415015433635.37
0.225615214465986,2373825882040.56
0.295597484276729,3072289156626.51
0.358601259401717,3818989456448.39
0.429627897037846,4645789770652.86
0.488564894225271,5375319459656.81
0.579237197590542,6625941783663.58
0.660842270619286,7904355714870.5
0.715245652638449,8738103930875.02
0.793501048218029,10108433734939.8
0.869388568359409,11489473043689.9
0.924528301886792,12518072289156.6
0.978195332397734,13587739387301.3
1.01899786891211,14379800192505.6
1.08700209643606,15713797338112.8
1.16407355429654,17089481894520.2
1.22754416665223,18215041986126.3
1.29101477900792,19278070961532.1
1.35901900653187,20202141900937.1
1.43815513626834,21144578313253
1.52676276775762,21716784493345.3
1.61635220125786,22012048192771.1
1.7035737593199,21758471904145.5
1.81238052335822,21008098509741.4
1.87840670859539,20132530120481.9
1.93327692784525,19271123059732
2.014882000874,17812063681724.1
2.06172935761272,16797670018918.7
2.11764394468797,15533151891311.8
2.16600250648278,14213050549304.7
2.25214119467979,12024461482292.8
2.30805578175504,10600141613285.1
2.36094795871811,9252248664077.8
2.40775681341719,7987951807228.92
2.46522110758817,6625941783663.58
2.51055725927081,5583756513657.94
2.59216233229955,3902364278048.84
2.65865535476742,2790699990042.82
2.73421560757181,1734618916437.1
2.83697755138578,789704271631.988
2.95283018867925,277108433734.941
3.04716981132075,132530120481.93
