0.03354297693920316, 132530120481.92969
0.1750524109014674, 855421686746.9922
0.3165618448637316, 1674698795180.7266
0.434161512206109, 2457200703641.0156
0.552035506580961, 3145042981844.7383
0.6857771540447355, 3937103787049.0273
0.7932238335325812, 4624946065252.75
0.9020305975709062, 5325294566696.539
0.996329793070788, 5948521358159.918
1.0960693267725856, 6584254372863.359
1.2157567672147431, 7351302731587.512
1.3408845458588168, 8126688572471.707
1.4406240795606147, 8626937502074.418
1.544897228430676, 9085499020876.898
1.6877061062309777, 9669122772080.059
1.7987796778534344, 9919247236881.414
1.9465408805031448, 9963855421686.75
2.109332316879487, 9606591655879.72
2.2158722733336798, 9148030137077.238
2.3171230120915656, 8474083662473.59
2.4304633912981544, 7466637901468.137
2.5123707053381152, 6642616747983.672
2.58762871713129, 5813037273059.184
2.6750627239478013, 4744052953253.398
2.7517455862224303, 3757847920608.0586
2.824887910937082, 2901866418843.422
2.9125378041901766, 1943055970438.2305
3.051568669350259, 845287486032.2891
3.1225953069863874, 206080520428.82812
